Generation 14

New highest fitness: 4.5263544961396 (species 92)
Population average fitness: 109.45125180556
Population average modified fitness: 2.0248619068727
Mean adjusted fitness: 1.0067026230291
Species 19 sum adjusted fitnesses: 2.6919843352512
Species 24 sum adjusted fitnesses: 1.0054289072547
Species 39 sum adjusted fitnesses: 2.6924616677029
Species 41 sum adjusted fitnesses: 2.1282566025338
Species 55 sum adjusted fitnesses: 2.6928280631402
Species 60 sum adjusted fitnesses: 2.6924805422806
Species 65 sum adjusted fitnesses: 1.0054286047764
Species 67 sum adjusted fitnesses: 2.6925542550786
Species 80 sum adjusted fitnesses: 2.6925436666954
Species 85 sum adjusted fitnesses: 3.2293819996568
Species 92 sum adjusted fitnesses: 3.6095912796399
Species 94 sum adjusted fitnesses: 2.6925636862965
Species 95 sum adjusted fitnesses: 1
Species 99 sum adjusted fitnesses: 1.0054286047764
Species 106 sum adjusted fitnesses: 2.1301791895504
Species 111 sum adjusted fitnesses: 2.6925012557201
Species 115 sum adjusted fitnesses: 1
Species 116 sum adjusted fitnesses: 1
Species 117 sum adjusted fitnesses: 1
Species 119 sum adjusted fitnesses: 1
Species 120 sum adjusted fitnesses: 2.692564438481
Species 122 sum adjusted fitnesses: 2.6928280631402
Species 124 sum adjusted fitnesses: 1.8462718044178
Species 125 sum adjusted fitnesses: 1
Species 129 sum adjusted fitnesses: 1
Species 133 sum adjusted fitnesses: 3.0157670380172
Species 135 sum adjusted fitnesses: 1.5642478214517
Species 137 sum adjusted fitnesses: 1
Species 138 sum adjusted fitnesses: 1.0054289072547
Species 139 sum adjusted fitnesses: 1
Species 141 sum adjusted fitnesses: 2.6928280631402
Species 143 sum adjusted fitnesses: 1
Species 145 sum adjusted fitnesses: 2.7169565536143
Species 147 sum adjusted fitnesses: 1
Species 148 sum adjusted fitnesses: 1
Species 149 sum adjusted fitnesses: 1
Species 151 sum adjusted fitnesses: 2.6928280631402
Species 152 sum adjusted fitnesses: 1.0054291017052
Species 153 sum adjusted fitnesses: 1
Species 154 sum adjusted fitnesses: 1
Species 155 sum adjusted fitnesses: 1
Species 156 sum adjusted fitnesses: 2.6928280631402
Species 157 sum adjusted fitnesses: 1
Species 158 sum adjusted fitnesses: 1
Species 160 sum adjusted fitnesses: 1
Species 161 sum adjusted fitnesses: 1
Species 162 sum adjusted fitnesses: 1
Species 163 sum adjusted fitnesses: 2.9588015598046
Species 164 sum adjusted fitnesses: 1
Species 165 sum adjusted fitnesses: 2.6921529671151
Species 166 sum adjusted fitnesses: 1
Species 167 sum adjusted fitnesses: 1
Species 168 sum adjusted fitnesses: 2.6928280631402
Species 171 sum adjusted fitnesses: 2.1285520420934
Species 172 sum adjusted fitnesses: 1
Species 173 sum adjusted fitnesses: 2.6919427149464
Species 175 sum adjusted fitnesses: 1
Species 176 sum adjusted fitnesses: 2.6928280631402
Species 177 sum adjusted fitnesses: 1
Species 178 sum adjusted fitnesses: 1
Species 179 sum adjusted fitnesses: 1
Species 180 sum adjusted fitnesses: 1
Species 183 sum adjusted fitnesses: 1.8490124043884
Species 184 sum adjusted fitnesses: 1
Species 185 sum adjusted fitnesses: 1.5641284748364
Species 186 sum adjusted fitnesses: 1
Species 187 sum adjusted fitnesses: 1
Species 188 sum adjusted fitnesses: 2.6928280631402
Species 189 sum adjusted fitnesses: 1
Species 190 sum adjusted fitnesses: 1
Species 191 sum adjusted fitnesses: 1
Species 192 sum adjusted fitnesses: 1
Species 193 sum adjusted fitnesses: 2.6923217866737
Species 194 sum adjusted fitnesses: 1
Species 195 sum adjusted fitnesses: 1
Species 196 sum adjusted fitnesses: 1
Species 197 sum adjusted fitnesses: 1
Species 198 sum adjusted fitnesses: 1
Species 199 sum adjusted fitnesses: 1.0054291017052
Species 200 sum adjusted fitnesses: 2.1284043740968
Species 201 sum adjusted fitnesses: 1.8459397584629
Species 202 sum adjusted fitnesses: 1
Species 203 sum adjusted fitnesses: 1
Species 205 sum adjusted fitnesses: 2.6925121332326
Species 207 sum adjusted fitnesses: 1
Species 210 sum adjusted fitnesses: 2.6928280631402
Species 212 sum adjusted fitnesses: 2.6928280631402
Species 213 sum adjusted fitnesses: 2.6926556389783
Species 214 sum adjusted fitnesses: 2.6928280631402
Species 215 sum adjusted fitnesses: 1
Species 217 sum adjusted fitnesses: 2.6926856913381
Species 218 sum adjusted fitnesses: 2.6925467942359
Species 219 sum adjusted fitnesses: 1
Species 221 sum adjusted fitnesses: 2.6924694334624
Species 222 sum adjusted fitnesses: 1
Species 223 sum adjusted fitnesses: 1
Species 224 sum adjusted fitnesses: 2.6928280631402
Species 225 sum adjusted fitnesses: 2.6923109063644
Species 226 sum adjusted fitnesses: 1.8463297812883
Species 227 sum adjusted fitnesses: 1
Species 228 sum adjusted fitnesses: 2.3551292244039
Species 230 sum adjusted fitnesses: 1
Species 231 sum adjusted fitnesses: 1.005428626382
Species 232 sum adjusted fitnesses: 1.0054291017052
Species 233 sum adjusted fitnesses: 1
Species 234 sum adjusted fitnesses: 1
Species 239 sum adjusted fitnesses: 1
Species 240 sum adjusted fitnesses: 2.6925542550786
Species 242 sum adjusted fitnesses: 1
Species 243 sum adjusted fitnesses: 1.0054289072547
Species 245 sum adjusted fitnesses: 1.005428626382
Species 246 sum adjusted fitnesses: 2.1285520420934
Species 247 sum adjusted fitnesses: 2.6923745475086
Species 248 sum adjusted fitnesses: 2.6924063107879
Species 250 sum adjusted fitnesses: 2.6925542550786
Species 251 sum adjusted fitnesses: 2.6928280631402
Species 252 sum adjusted fitnesses: 1
Species 253 sum adjusted fitnesses: 1
Species 254 sum adjusted fitnesses: 1
Species 255 sum adjusted fitnesses: 2.6928280631402
Staleness: 0
Species 19 size: 1 -> 3
Species 24 size: 1 -> 1
Species 39 size: 4 -> 3
