Generation 26

New highest fitness: 6.5020360504777 (species 270)
Population average fitness: 130.42009152778
Population average modified fitness: 2.2562546087831
Mean adjusted fitness: 1.0178301039789
Species 5 sum adjusted fitnesses: 3.31097921604
Species 34 sum adjusted fitnesses: 2.6928280631402
Species 66 sum adjusted fitnesses: 1
Species 74 sum adjusted fitnesses: 1.0054286047764
Species 76 sum adjusted fitnesses: 1
Species 83 sum adjusted fitnesses: 2.692701686729
Species 90 sum adjusted fitnesses: 1
Species 97 sum adjusted fitnesses: 1.8462662209488
Species 100 sum adjusted fitnesses: 2.1299186552376
Species 101 sum adjusted fitnesses: 2.6928280631402
Species 103 sum adjusted fitnesses: 2.6927190501882
Species 105 sum adjusted fitnesses: 2.2696210473551
Species 106 sum adjusted fitnesses: 4.0681072300993
Species 111 sum adjusted fitnesses: 2.1283336690355
Species 113 sum adjusted fitnesses: 1.0054290152827
Species 126 sum adjusted fitnesses: 2.69264490599
Species 127 sum adjusted fitnesses: 3.3615031274538
Species 129 sum adjusted fitnesses: 1.0054289936771
Species 131 sum adjusted fitnesses: 1.0054286047764
Species 132 sum adjusted fitnesses: 1.0054289504659
Species 135 sum adjusted fitnesses: 1
Species 137 sum adjusted fitnesses: 1
Species 139 sum adjusted fitnesses: 1.0054290584939
Species 141 sum adjusted fitnesses: 1
Species 143 sum adjusted fitnesses: 1
Species 144 sum adjusted fitnesses: 2.6924589907411
Species 146 sum adjusted fitnesses: 2.6925432038162
Species 147 sum adjusted fitnesses: 1
Species 149 sum adjusted fitnesses: 2.6927331645478
Species 151 sum adjusted fitnesses: 1
Species 152 sum adjusted fitnesses: 2.6927365623458
Species 153 sum adjusted fitnesses: 1.0054291017052
Species 154 sum adjusted fitnesses: 2.1302213266238
Species 157 sum adjusted fitnesses: 1
Species 159 sum adjusted fitnesses: 1
Species 161 sum adjusted fitnesses: 1
Species 163 sum adjusted fitnesses: 2.1282216189826
Species 165 sum adjusted fitnesses: 1
Species 167 sum adjusted fitnesses: 1
Species 168 sum adjusted fitnesses: 1.0054291017052
Species 169 sum adjusted fitnesses: 1
Species 171 sum adjusted fitnesses: 1
Species 173 sum adjusted fitnesses: 1
Species 175 sum adjusted fitnesses: 1
Species 177 sum adjusted fitnesses: 1.0054287776212
Species 179 sum adjusted fitnesses: 1
Species 181 sum adjusted fitnesses: 1
Species 183 sum adjusted fitnesses: 1
Species 185 sum adjusted fitnesses: 1
Species 186 sum adjusted fitnesses: 2.6927648741932
Species 187 sum adjusted fitnesses: 1
Species 190 sum adjusted fitnesses: 2.6928280631402
Species 191 sum adjusted fitnesses: 1
Species 193 sum adjusted fitnesses: 1
Species 197 sum adjusted fitnesses: 1
Species 198 sum adjusted fitnesses: 2.6922481923812
Species 199 sum adjusted fitnesses: 1
Species 201 sum adjusted fitnesses: 1
Species 203 sum adjusted fitnesses: 1
Species 205 sum adjusted fitnesses: 1
Species 211 sum adjusted fitnesses: 2.1283445851323
Species 212 sum adjusted fitnesses: 2.2705886946233
Species 217 sum adjusted fitnesses: 1.8461610651194
Species 219 sum adjusted fitnesses: 2.6928280631402
Species 222 sum adjusted fitnesses: 2.6925540236381
Species 224 sum adjusted fitnesses: 1
Species 225 sum adjusted fitnesses: 1
Species 226 sum adjusted fitnesses: 1
Species 227 sum adjusted fitnesses: 2.1283484424216
Species 228 sum adjusted fitnesses: 2.6925173984325
Species 229 sum adjusted fitnesses: 1.8462981598613
Species 231 sum adjusted fitnesses: 2.692413775119
Species 234 sum adjusted fitnesses: 1
Species 236 sum adjusted fitnesses: 1
Species 237 sum adjusted fitnesses: 2.130235281311
Species 238 sum adjusted fitnesses: 2.6928280631402
Species 239 sum adjusted fitnesses: 2.6927754055814
Species 241 sum adjusted fitnesses: 2.6928280631402
Species 243 sum adjusted fitnesses: 1.8489489142056
Species 245 sum adjusted fitnesses: 2.1280247672584
Species 246 sum adjusted fitnesses: 3.0995795795331
Species 249 sum adjusted fitnesses: 2.6928280631402
Species 251 sum adjusted fitnesses: 2.6927013395492
Species 252 sum adjusted fitnesses: 2.6925788320654
Species 253 sum adjusted fitnesses: 2.6928070001578
Species 254 sum adjusted fitnesses: 2.6927188766112
Species 255 sum adjusted fitnesses: 4.5257255170619
Species 256 sum adjusted fitnesses: 1
Species 257 sum adjusted fitnesses: 2.6928280631402
Species 259 sum adjusted fitnesses: 2.6928280631402
Species 260 sum adjusted fitnesses: 2.6927754055814
Species 261 sum adjusted fitnesses: 2.6926381283996
Species 262 sum adjusted fitnesses: 2.6921533720757
Species 263 sum adjusted fitnesses: 2.692817531546
Species 264 sum adjusted fitnesses: 2.2708649060637
Species 265 sum adjusted fitnesses: 2.692343652438
Species 266 sum adjusted fitnesses: 2.6921752467545
Species 267 sum adjusted fitnesses: 2.6928280631402
Species 268 sum adjusted fitnesses: 2.1282216189826
Species 269 sum adjusted fitnesses: 2.355348193073
Species 270 sum adjusted fitnesses: 6.5020360504777
Species 271 sum adjusted fitnesses: 2.6925432038162
Species 272 sum adjusted fitnesses: 2.6921533720757
Species 273 sum adjusted fitnesses: 1
Species 274 sum adjusted fitnesses: 2.6927648741932
Staleness: 0
Species 5 size: 2 -> 3
Species 34 size: 2 -> 3
Species 66 size: 1 -> 1
Species 74 size: 1 -> 1
Species 76 size: 1 -> 0
Species 83 size: 3 -> 3
Species 90 size: 1 -> 0
Species 97 size: 2 -> 2
Species 100 size: 3 -> 2
Species 101 size: 1 -> 3
Species 103 size: 3 -> 3
Species 105 size: 4 -> 2
Species 106 size: 4 -> 4
Species 111 size: 3 -> 2
Species 113 size: 1 -> 1
Species 126 size: 3 -> 3
Species 127 size: 3 -> 3
Species 129 size: 1 -> 1
Species 131 size: 1 -> 1
Species 132 size: 1 -> 1
Species 135 size: 1 -> 0
Species 137 size: 1 -> 1
Species 139 size: 1 -> 1
Species 141 size: 1 -> 0
Species 143 size: 1 -> 1
Species 144 size: 3 -> 3
Species 146 size: 1 -> 3
Species 147 size: 1 -> 0
Species 149 size: 2 -> 3
Species 151 size: 1 -> 1
Species 152 size: 3 -> 3
Species 153 size: 1 -> 1
Species 154 size: 3 -> 2
Species 157 size: 1 -> 1
Species 159 size: 1 -> 1
Species 161 size: 1 -> 1
Species 163 size: 3 -> 2
Species 165 size: 1 -> 1
Species 167 size: 1 -> 1
Species 168 size: 1 -> 1
Species 169 size: 1 -> 1
Species 171 size: 1 -> 1
Species 173 size: 1 -> 1
Species 175 size: 1 -> 1
Species 177 size: 1 -> 1
Species 179 size: 1 -> 1
Species 181 size: 1 -> 1
Species 183 size: 1 -> 1
Species 185 size: 1 -> 1
Species 186 size: 2 -> 3
Species 187 size: 1 -> 1
Species 190 size: 3 -> 3
Species 191 size: 1 -> 1
Species 193 size: 1 -> 1
Species 197 size: 1 -> 1
Species 198 size: 2 -> 3
Species 199 size: 1 -> 1
Species 201 size: 1 -> 1
Species 203 size: 1 -> 1
Species 205 size: 1 -> 1
Species 211 size: 3 -> 2
Species 212 size: 4 -> 2
Species 217 size: 2 -> 2
Species 219 size: 1 -> 3
Species 222 size: 3 -> 3
Species 224 size: 1 -> 0
Species 225 size: 1 -> 0
Species 226 size: 1 -> 0
Species 227 size: 3 -> 2
Species 228 size: 2 -> 3
Species 229 size: 2 -> 2
Species 231 size: 3 -> 3
Species 234 size: 1 -> 0
Species 236 size: 1 -> 0
Species 237 size: 3 -> 2
Species 238 size: 3 -> 3
Species 239 size: 3 -> 3
Species 241 size: 3 -> 3
Species 243 size: 2 -> 2
Species 245 size: 3 -> 2
Species 246 size: 3 -> 3
Species 249 size: 2 -> 3
Species 251 size: 2 -> 3
Species 252 size: 3 -> 3
Species 253 size: 3 -> 3
Species 254 size: 3 -> 3
Species 255 size: 3 -> 4
Species 256 size: 1 -> 1
Species 257 size: 2 -> 3
Species 259 size: 3 -> 3
Species 260 size: 1 -> 3
