Generation 76

New highest fitness: 140.41814512076 (species 292)
Population average fitness: 403.15542525794
Population average modified fitness: 29.449850408496
Mean adjusted fitness: 1.5570436191036
Species 255 sum adjusted fitnesses: 3.9148510830726
Species 290 sum adjusted fitnesses: 3.9151236841521
Species 292 sum adjusted fitnesses: 91.831484719491
Species 310 sum adjusted fitnesses: 2.6928280631402
Species 384 sum adjusted fitnesses: 2.6925225479134
Species 385 sum adjusted fitnesses: 9.5022237180116
Species 389 sum adjusted fitnesses: 2.6925541972185
Species 411 sum adjusted fitnesses: 3.7659185518461
Species 417 sum adjusted fitnesses: 4.355473635582
Species 422 sum adjusted fitnesses: 3.9150052405733
Species 430 sum adjusted fitnesses: 2.6925542286415
Species 437 sum adjusted fitnesses: 2.6924377851537
Species 441 sum adjusted fitnesses: 1.8463350467765
Species 444 sum adjusted fitnesses: 4.5270612576468
Species 445 sum adjusted fitnesses: 3.9153427723619
Species 448 sum adjusted fitnesses: 2.6928280631402
Species 449 sum adjusted fitnesses: 4.1736709720127
Species 459 sum adjusted fitnesses: 3.6091013115803
Species 464 sum adjusted fitnesses: 2.6927962950727
Species 467 sum adjusted fitnesses: 4.526512654314
Species 483 sum adjusted fitnesses: 4.527175500276
Species 484 sum adjusted fitnesses: 2.6925750309978
Species 486 sum adjusted fitnesses: 4.527084832316
Species 487 sum adjusted fitnesses: 2.7215952094856
Species 488 sum adjusted fitnesses: 7.7154610764242
Species 490 sum adjusted fitnesses: 4.5260938292899
Species 492 sum adjusted fitnesses: 4.5268379367115
Species 494 sum adjusted fitnesses: 4.5263187994563
Species 497 sum adjusted fitnesses: 2.7630964696411
Species 500 sum adjusted fitnesses: 3.6098021633461
Species 501 sum adjusted fitnesses: 3.6096010432028
Species 504 sum adjusted fitnesses: 8.3445719848506
Species 505 sum adjusted fitnesses: 2.6928280631402
Species 506 sum adjusted fitnesses: 4.5259573742352
Species 509 sum adjusted fitnesses: 2.6928280631402
Species 520 sum adjusted fitnesses: 13.362195806515
Species 522 sum adjusted fitnesses: 4.527175500276
Species 523 sum adjusted fitnesses: 2.9212082695373
Species 524 sum adjusted fitnesses: 3.9145412222979
Species 526 sum adjusted fitnesses: 2.6928280631402
Species 529 sum adjusted fitnesses: 11.114288373273
Species 531 sum adjusted fitnesses: 12.871085349384
Species 533 sum adjusted fitnesses: 4.0187446861715
Species 534 sum adjusted fitnesses: 2.6926329214237
Species 535 sum adjusted fitnesses: 4.5270801629942
Species 538 sum adjusted fitnesses: 4.5256381846796
Species 539 sum adjusted fitnesses: 3.9154160955394
Species 540 sum adjusted fitnesses: 2.6928280631402
Species 541 sum adjusted fitnesses: 2.6928280631402
Species 542 sum adjusted fitnesses: 3.7661416703066
Species 543 sum adjusted fitnesses: 4.5256381846796
Staleness: 1
Species 255 size: 3 -> 3
Species 290 size: 3 -> 3
Species 292 size: 55 -> 59
Species 310 size: 2 -> 2
Species 384 size: 2 -> 0
Species 385 size: 7 -> 6
Species 389 size: 2 -> 0
Species 411 size: 1 -> 2
Species 417 size: 3 -> 3
Species 422 size: 3 -> 3
Species 430 size: 2 -> 2
Species 437 size: 2 -> 0
Species 441 size: 2 -> 0
Species 444 size: 3 -> 3
Species 445 size: 3 -> 3
Species 448 size: 2 -> 2
Species 449 size: 3 -> 3
Species 459 size: 2 -> 2
Species 464 size: 2 -> 2
Species 467 size: 3 -> 3
Species 483 size: 3 -> 3
Species 484 size: 2 -> 2
Species 486 size: 3 -> 3
Species 487 size: 2 -> 2
Species 488 size: 4 -> 5
Species 490 size: 3 -> 3
Species 492 size: 2 -> 3
Species 494 size: 1 -> 3
Species 497 size: 2 -> 2
Species 500 size: 2 -> 2
Species 501 size: 2 -> 2
Species 504 size: 5 -> 5
Species 505 size: 2 -> 2
Species 506 size: 3 -> 3
Species 509 size: 1 -> 2
Species 520 size: 9 -> 9
Species 522 size: 2 -> 3
Species 523 size: 2 -> 2
Species 524 size: 3 -> 3
Species 526 size: 2 -> 2
Species 529 size: 11 -> 7
Species 531 size: 6 -> 8
Species 533 size: 2 -> 3
Species 534 size: 2 -> 2
Species 535 size: 3 -> 3
Species 538 size: 5 -> 3
Species 539 size: 6 -> 3
Species 540 size: 1 -> 2
Species 541 size: 2 -> 2
Species 542 size: 1 -> 2
Species 543 size: 1 -> 3
Species: 497 creates subspecies 544
Number of species: 51 -> 47
