Generation 31

New highest fitness: 6.5020677674148 (species 255)
Population average fitness: 148.08105436508
Population average modified fitness: 2.5005004398388
Mean adjusted fitness: 0.9205632939649
Species 5 sum adjusted fitnesses: 3.9313207478719
Species 34 sum adjusted fitnesses: 2.6928280631402
Species 83 sum adjusted fitnesses: 2.692701686729
Species 97 sum adjusted fitnesses: 2.6925324418975
Species 100 sum adjusted fitnesses: 2.6921636696654
Species 101 sum adjusted fitnesses: 2.6928280631402
Species 103 sum adjusted fitnesses: 2.6928280631402
Species 106 sum adjusted fitnesses: 1.0027144860358
Species 113 sum adjusted fitnesses: 1.0054289720715
Species 126 sum adjusted fitnesses: 1.8462871952398
Species 127 sum adjusted fitnesses: 2.7711273455903
Species 129 sum adjusted fitnesses: 1.0054289936771
Species 131 sum adjusted fitnesses: 1.0054286047764
Species 139 sum adjusted fitnesses: 1.0054290584939
Species 144 sum adjusted fitnesses: 1.005428626382
Species 146 sum adjusted fitnesses: 1.0054286047764
Species 149 sum adjusted fitnesses: 2.1302983617037
Species 152 sum adjusted fitnesses: 2.1285520420934
Species 153 sum adjusted fitnesses: 1
Species 154 sum adjusted fitnesses: 2.6925858468956
Species 157 sum adjusted fitnesses: 1
Species 159 sum adjusted fitnesses: 1
Species 161 sum adjusted fitnesses: 1
Species 163 sum adjusted fitnesses: 2.6923324284739
Species 167 sum adjusted fitnesses: 1
Species 168 sum adjusted fitnesses: 1.0054291017052
Species 169 sum adjusted fitnesses: 1
Species 171 sum adjusted fitnesses: 1
Species 173 sum adjusted fitnesses: 1
Species 175 sum adjusted fitnesses: 1
Species 177 sum adjusted fitnesses: 1
Species 179 sum adjusted fitnesses: 1
Species 181 sum adjusted fitnesses: 1
Species 183 sum adjusted fitnesses: 1
Species 185 sum adjusted fitnesses: 1
Species 187 sum adjusted fitnesses: 1
Species 190 sum adjusted fitnesses: 2.6928280631402
Species 191 sum adjusted fitnesses: 1
Species 197 sum adjusted fitnesses: 1
Species 198 sum adjusted fitnesses: 2.6922481923812
Species 199 sum adjusted fitnesses: 1
Species 201 sum adjusted fitnesses: 1.0054286479876
Species 203 sum adjusted fitnesses: 1
Species 205 sum adjusted fitnesses: 1
Species 211 sum adjusted fitnesses: 1
Species 217 sum adjusted fitnesses: 1
Species 222 sum adjusted fitnesses: 1.0054289288603
Species 227 sum adjusted fitnesses: 2.6925226636323
Species 228 sum adjusted fitnesses: 2.6925226636323
Species 229 sum adjusted fitnesses: 2.6926279506488
Species 231 sum adjusted fitnesses: 2.6925121146058
Species 237 sum adjusted fitnesses: 2.6925856550634
Species 238 sum adjusted fitnesses: 2.6928280631402
Species 239 sum adjusted fitnesses: 1
Species 241 sum adjusted fitnesses: 2.6928280631402
Species 243 sum adjusted fitnesses: 2.6924692020292
Species 245 sum adjusted fitnesses: 3.0982430718319
Species 249 sum adjusted fitnesses: 2.6928280631402
Species 251 sum adjusted fitnesses: 2.1302772026529
Species 252 sum adjusted fitnesses: 2.6923331227384
Species 253 sum adjusted fitnesses: 2.6927648741932
Species 254 sum adjusted fitnesses: 2.6927188766112
Species 255 sum adjusted fitnesses: 5.2802229416233
Species 257 sum adjusted fitnesses: 2.6928280631402
Species 259 sum adjusted fitnesses: 2.1303617426618
Species 260 sum adjusted fitnesses: 2.6927297706368
Species 261 sum adjusted fitnesses: 2.6927191273335
Species 263 sum adjusted fitnesses: 2.692817531546
Species 265 sum adjusted fitnesses: 1.8488863770716
Species 266 sum adjusted fitnesses: 2.692689049681
Species 267 sum adjusted fitnesses: 2.6928280631402
Species 268 sum adjusted fitnesses: 2.1282216189826
Species 269 sum adjusted fitnesses: 2.1303615914226
Species 270 sum adjusted fitnesses: 6.5020360504777
Species 272 sum adjusted fitnesses: 2.6921849595597
Species 274 sum adjusted fitnesses: 2.6927648741932
Species 275 sum adjusted fitnesses: 1.005428626382
Species 276 sum adjusted fitnesses: 2.6916134018976
Species 277 sum adjusted fitnesses: 2.5761450324485
Species 278 sum adjusted fitnesses: 2.6925005035533
Species 279 sum adjusted fitnesses: 2.6928280631402
Species 280 sum adjusted fitnesses: 2.6926240953985
Species 281 sum adjusted fitnesses: 2.6922594159941
Species 282 sum adjusted fitnesses: 2.6925005035533
Species 283 sum adjusted fitnesses: 2.9638550216185
Species 284 sum adjusted fitnesses: 3.1385269975168
Species 285 sum adjusted fitnesses: 2.6926381535759
Species 286 sum adjusted fitnesses: 1.0027143888106
Species 287 sum adjusted fitnesses: 2.6922750046911
Staleness: 1
Species 5 size: 3 -> 5
Species 34 size: 3 -> 3
Species 83 size: 3 -> 3
Species 97 size: 1 -> 3
Species 100 size: 3 -> 3
Species 101 size: 3 -> 3
Species 103 size: 3 -> 3
Species 106 size: 2 -> 1
Species 113 size: 1 -> 1
Species 126 size: 2 -> 2
Species 127 size: 4 -> 3
Species 129 size: 1 -> 1
Species 131 size: 1 -> 1
