Generation 63

New highest fitness: 38.269630571867 (species 310)
Population average fitness: 272.12518267857
Population average modified fitness: 7.6006469580548
Mean adjusted fitness: 0.95503981245531
Species 127 sum adjusted fitnesses: 2.6928280631402
Species 185 sum adjusted fitnesses: 2.130301815254
Species 211 sum adjusted fitnesses: 2.6924416426252
Species 228 sum adjusted fitnesses: 4.5271567244657
Species 241 sum adjusted fitnesses: 2.6928280631402
Species 249 sum adjusted fitnesses: 1.8490811909904
Species 251 sum adjusted fitnesses: 3.5856515498438
Species 259 sum adjusted fitnesses: 2.6927859376698
Species 272 sum adjusted fitnesses: 2.6924587693539
Species 295 sum adjusted fitnesses: 2.6923401438559
Species 299 sum adjusted fitnesses: 2.6928280631402
Species 306 sum adjusted fitnesses: 2.6927505432823
Species 310 sum adjusted fitnesses: 26.73898801162
Species 312 sum adjusted fitnesses: 10.343070466445
Species 318 sum adjusted fitnesses: 2.692701686729
Species 322 sum adjusted fitnesses: 2.6925753162487
Species 326 sum adjusted fitnesses: 2.6928280631402
Species 328 sum adjusted fitnesses: 7.3199950520868
Species 331 sum adjusted fitnesses: 3.1629471262175
Species 338 sum adjusted fitnesses: 2.6921636696654
Species 349 sum adjusted fitnesses: 2.6927435802465
Species 357 sum adjusted fitnesses: 3.6752746234506
Species 360 sum adjusted fitnesses: 2.6924111430034
Species 362 sum adjusted fitnesses: 2.6925611620133
Species 363 sum adjusted fitnesses: 2.6925680651446
Species 364 sum adjusted fitnesses: 2.6927083463393
Species 365 sum adjusted fitnesses: 3.0982770267739
Species 366 sum adjusted fitnesses: 2.1283975464817
Species 371 sum adjusted fitnesses: 2.6928280631402
Species 372 sum adjusted fitnesses: 2.6927297122929
Species 376 sum adjusted fitnesses: 2.6926911556291
Species 379 sum adjusted fitnesses: 2.6928280631402
Species 380 sum adjusted fitnesses: 4.0684709453026
Species 381 sum adjusted fitnesses: 6.3784355207783
Species 382 sum adjusted fitnesses: 3.6098000175372
Species 384 sum adjusted fitnesses: 2.6928280631402
Species 387 sum adjusted fitnesses: 2.130361677845
Species 388 sum adjusted fitnesses: 2.6921955461617
Species 389 sum adjusted fitnesses: 4.5272850157663
Species 390 sum adjusted fitnesses: 2.6922483659419
Species 391 sum adjusted fitnesses: 2.6926381535759
Species 392 sum adjusted fitnesses: 2.3766829728562
Species 394 sum adjusted fitnesses: 2.6923500751898
Species 397 sum adjusted fitnesses: 2.6928280631402
Species 398 sum adjusted fitnesses: 2.6927434258201
Species 399 sum adjusted fitnesses: 2.6925753162487
Species 400 sum adjusted fitnesses: 2.6925853840091
Species 401 sum adjusted fitnesses: 3.9627648799803
Species 402 sum adjusted fitnesses: 2.6928280631402
Species 403 sum adjusted fitnesses: 2.6923322549078
Species 404 sum adjusted fitnesses: 2.6924906096866
Species 405 sum adjusted fitnesses: 6.5387777534643
Staleness: 1
Species 127 size: 3 -> 3
Species 185 size: 3 -> 0
Species 211 size: 3 -> 3
Species 228 size: 5 -> 5
Species 241 size: 3 -> 3
Species 249 size: 2 -> 0
Species 251 size: 4 -> 4
Species 259 size: 3 -> 3
Species 272 size: 3 -> 3
Species 295 size: 3 -> 3
Species 299 size: 3 -> 3
Species 306 size: 3 -> 3
Species 310 size: 33 -> 28
Species 312 size: 11 -> 11
Species 318 size: 2 -> 3
Species 322 size: 3 -> 3
Species 326 size: 3 -> 3
Species 328 size: 10 -> 8
Species 331 size: 4 -> 3
Species 338 size: 3 -> 3
Species 349 size: 3 -> 3
Species 357 size: 5 -> 4
Species 360 size: 2 -> 3
Species 362 size: 3 -> 3
Species 363 size: 3 -> 3
Species 364 size: 3 -> 3
Species 365 size: 3 -> 3
Species 366 size: 3 -> 0
Species 371 size: 3 -> 3
Species 372 size: 3 -> 3
Species 376 size: 1 -> 3
Species 379 size: 2 -> 3
Species 380 size: 4 -> 4
Species 381 size: 4 -> 7
Species 382 size: 4 -> 4
Species 384 size: 3 -> 3
Species 387 size: 3 -> 2
Species 388 size: 3 -> 3
Species 389 size: 5 -> 5
Species 390 size: 3 -> 3
Species 391 size: 3 -> 3
Species 392 size: 3 -> 2
Species 394 size: 3 -> 3
Species 397 size: 3 -> 3
Species 398 size: 3 -> 3
Species 399 size: 2 -> 3
Species 400 size: 3 -> 3
Species 401 size: 3 -> 4
Species 402 size: 3 -> 3
Species 403 size: 1 -> 3
Species 404 size: 1 -> 3
Species 405 size: 2 -> 7
Species: 211 creates subspecies 406
Species: 127 creates subspecies 407
Species: 401 creates subspecies 408
Number of species: 52 -> 49
