Generation 30

New highest fitness: 4.5273187048732 (species 290)
Population average fitness: 171.40754982143
Population average modified fitness: 2.7448998976829
Mean adjusted fitness: 0.97938315463542
Species 24 sum adjusted fitnesses: 1.0054286479876
Species 55 sum adjusted fitnesses: 2.6925647856431
Species 60 sum adjusted fitnesses: 2.6923857716483
Species 67 sum adjusted fitnesses: 1.0054291017052
Species 92 sum adjusted fitnesses: 4.5263544961396
Species 94 sum adjusted fitnesses: 2.6925636862965
Species 99 sum adjusted fitnesses: 2.6923322549078
Species 111 sum adjusted fitnesses: 2.6924067736435
Species 120 sum adjusted fitnesses: 2.3043926143346
Species 124 sum adjusted fitnesses: 1
Species 141 sum adjusted fitnesses: 1.8464140315701
Species 147 sum adjusted fitnesses: 1.5641178871588
Species 151 sum adjusted fitnesses: 2.6928280631402
Species 152 sum adjusted fitnesses: 1.0054286479876
Species 156 sum adjusted fitnesses: 2.6928280631402
Species 165 sum adjusted fitnesses: 2.6921529671151
Species 168 sum adjusted fitnesses: 2.6928280631402
Species 176 sum adjusted fitnesses: 1.8491285716199
Species 193 sum adjusted fitnesses: 2.6922584358277
Species 196 sum adjusted fitnesses: 1.0054291017052
Species 200 sum adjusted fitnesses: 2.6922170154205
Species 201 sum adjusted fitnesses: 2.6921002649073
Species 210 sum adjusted fitnesses: 2.1303617066525
Species 213 sum adjusted fitnesses: 2.6928280631402
Species 214 sum adjusted fitnesses: 2.6928280631402
Species 224 sum adjusted fitnesses: 2.6928280631402
Species 228 sum adjusted fitnesses: 3.6097483219342
Species 232 sum adjusted fitnesses: 1.0054291017052
Species 243 sum adjusted fitnesses: 1.0054289072547
Species 248 sum adjusted fitnesses: 2.6924693756041
Species 250 sum adjusted fitnesses: 2.6920897940097
Species 251 sum adjusted fitnesses: 2.6928280631402
Species 255 sum adjusted fitnesses: 4.5259573742352
Species 258 sum adjusted fitnesses: 2.1285520420934
Species 262 sum adjusted fitnesses: 2.6925012557201
Species 266 sum adjusted fitnesses: 2.6928280631402
Species 268 sum adjusted fitnesses: 2.6927120878504
Species 270 sum adjusted fitnesses: 2.1285520420934
Species 272 sum adjusted fitnesses: 2.7660704292401
Species 273 sum adjusted fitnesses: 2.6925430880965
Species 275 sum adjusted fitnesses: 3.6093363695863
Species 277 sum adjusted fitnesses: 3.1029427550373
Species 278 sum adjusted fitnesses: 2.6925012557201
Species 280 sum adjusted fitnesses: 2.6928280631402
Species 281 sum adjusted fitnesses: 1.8464140315701
Species 282 sum adjusted fitnesses: 3.2877801742428
Species 283 sum adjusted fitnesses: 1.846276982889
Species 284 sum adjusted fitnesses: 1.8464140315701
Species 285 sum adjusted fitnesses: 2.6925152620459
Species 286 sum adjusted fitnesses: 1.0054287236072
Species 289 sum adjusted fitnesses: 2.6924480081828
Species 290 sum adjusted fitnesses: 3.7277086844117
Species 291 sum adjusted fitnesses: 3.6652107182278
Species 292 sum adjusted fitnesses: 2.6928280631402
Species 294 sum adjusted fitnesses: 2.6928280631402
Species 298 sum adjusted fitnesses: 4.5272806657103
Species 300 sum adjusted fitnesses: 2.6928280631402
Species 302 sum adjusted fitnesses: 2.6925542550786
Species 303 sum adjusted fitnesses: 2.2577988955247
Species 306 sum adjusted fitnesses: 2.6923641070392
Species 307 sum adjusted fitnesses: 2.6925115546404
Species 308 sum adjusted fitnesses: 2.1283624444636
Species 310 sum adjusted fitnesses: 2.6928280631402
Species 311 sum adjusted fitnesses: 2.6924694334624
Species 312 sum adjusted fitnesses: 1
Species 313 sum adjusted fitnesses: 2.1285520420934
Species 314 sum adjusted fitnesses: 3.7661416703066
Species 315 sum adjusted fitnesses: 3.6519913228806
Species 316 sum adjusted fitnesses: 1
Species 317 sum adjusted fitnesses: 2.6925012557201
Species 318 sum adjusted fitnesses: 2.6928280631402
Species 319 sum adjusted fitnesses: 2.6928280631402
Species 320 sum adjusted fitnesses: 2.6926382114378
Species 321 sum adjusted fitnesses: 2.6926382114378
Species 322 sum adjusted fitnesses: 2.6927574679899
Species 323 sum adjusted fitnesses: 1.0054286479876
Species 324 sum adjusted fitnesses: 2.6925114967812
Species 325 sum adjusted fitnesses: 3.6652107182278
Staleness: 1
Species 24 size: 1 -> 0
Species 55 size: 3 -> 3
Species 60 size: 3 -> 3
Species 67 size: 1 -> 0
Species 92 size: 4 -> 5
Species 94 size: 2 -> 3
Species 99 size: 3 -> 3
Species 111 size: 3 -> 3
Species 120 size: 4 -> 2
Species 124 size: 1 -> 0
Species 141 size: 2 -> 2
Species 147 size: 3 -> 1
Species 151 size: 3 -> 3
Species 152 size: 1 -> 0
